Fecha,TA_Jur,DTF,IBR,IPC,Cuvr,Auvr
2015-04-01,0.027250000000000003,0.0451,0.045145487437145373,0.046378217367409116,0.06628290407238548,0.07618317626746295
2015-05-01,0.028199999999999996,0.0442,0.04511574723664157,0.04407994236438253,0.06363210387964079,0.07446991083274326
2015-06-01,0.02805,0.044,0.045102628912439394,0.04420282362287793,0.06260951931037664,0.07380430137823075
2015-07-01,0.028200000000000003,0.0452,0.04519585429285594,0.04455677047079603,0.06328533498530949,0.07445933153062395
2015-08-01,0.028225,0.0447,0.045865658227971194,0.04744277272250473,0.06646058845805902,0.07588358772400326
2015-09-01,0.029875,0.0441,0.04631481700500397,0.053506732313897805,0.06748453078833672,0.08129254533927296
2015-10-01,0.03428,0.0472,0.04950537635490922,0.05894769433003527,0.06813797320493473,0.07966874972527824
2015-11-01,0.036225,0.0492,0.05435369702887698,0.0639309210908754,0.06883897355105255,0.08358291599974836
2015-12-01,0.035074999999999995,0.0524,0.057367729544086664,0.06769089097336232,0.07349153520195514,0.08230437007704315
2016-01-01,0.036359999999999996,0.0574,0.059350854126790725,0.07454740715882753,0.07297444959601578,0.08153835933607823
2016-02-01,0.03895,0.0625,0.06257972165968662,0.07592855456255823,0.07345844956738284,0.08547330414119073
2016-03-01,0.039375,0.0635,0.0641474518252266,0.07975633982530161,0.07796030723370885,0.08585201555656145
2016-04-01,0.04158,0.0665,0.06645243067207021,0.0793160380348426,0.08015720064617832,0.08566545516450218
2016-05-01,0.047150000000000004,0.0683,0.07164566193304868,0.08197208473132368,0.07943022260588509,0.0858488338479129
2016-06-01,0.0488,0.0691,0.07438650553301282,0.0860219227748196,0.07521093657384754,0.08585542922792733
2016-07-01,0.047220000000000005,0.0726,0.0761883280464336,0.08965049413652484,0.07662987989924012,0.0865718304624386
2016-08-01,0.051699999999999996,0.0719,0.0780741715144628,0.08097565079826727,0.08785599726559269,0.08519722726716708
2016-09-01,0.05498000000000001,0.0718,0.07750807580966924,0.0727284853380333,0.07908378243776622,0.08886328520895351
2016-10-01,0.05222500000000001,0.0709,0.07747698450236,0.06482267817161677,0.08015544362744949,0.0851741896627725
2016-11-01,0.052075,0.0701,0.07737083888390066,0.0596250345325781,0.08424460017996724,0.08827789632609315
2016-12-01,0.051519999999999996,0.0692,0.07617733113475,0.057474083775032,0.0759424107816757,0.08885601318395896
2017-01-01,0.050875,0.0694,0.07399409313969547,0.05469190309912368,0.08449999999999998,0.08695651334769007
2017-02-01,0.053099999999999994,0.0678,0.07438046000459303,0.05183980219299834,0.07958391797341974,0.08613609360480032
2017-03-01,0.05308,0.0665,0.07061266003410559,0.0468605648535961,0.08887112147321026,0.08855848907216085
2017-04-01,0.05325,0.0653,0.06793819876865101,0.046627493768715604,0.08430035587113496,0.08848509805141963
2017-05-01,0.050675,0.0617,0.06296060852370808,0.043665223620385746,0.0753039516993146,0.09276229914330499
2017-06-01,0.04842,0.0596,0.06044905105248046,0.03987372846286978,0.07428234360479288,0.08293689983700732
2017-07-01,0.044575,0.0565,0.05529795063583792,0.03396541836771703,0.0813879597975032,0.07921764340381043
2017-08-01,0.042800000000000005,0.0558,0.05330199022999819,0.038736627283012595,0.0813879597975032,0.08048999521778769
2017-09-01,0.042159999999999996,0.0552,0.05205733721669218,0.039704254756392034,0.06574572229430596,0.08101705732272224
2017-10-01,0.04065,0.0546,0.05189076187619686,0.04050136037284931,0.07361324768743077,0.0827470612454564
2017-11-01,0.0394,0.0535,0.04871705304428956,0.041217491112640454,0.06,0.07905120212765182
2017-12-01,0.037540000000000004,0.0528,0.04723561899035963,0.040886216500532625,0.07294341397538286,0.07863716991627126
2018-01-01,0.03655,0.0521,0.0464497498919396,0.03679526147333641,0.10119999999999997,0.07589036793999777
2018-02-01,0.03795,0.0507,0.044981903739332176,0.03372118780030623,0.06528897303526836,0.07887152707769805
2018-03-01,0.03760000000000001,0.0501,0.044464180906722064,0.031398600593735025,0.07149908388804534,0.0775990972568994
2018-04-01,0.036475,0.049,0.0432666740627101,0.0312761263343745,0.07076086489013543,0.07558452948770683
2018-05-01,0.0339,0.047,0.042438901025161964,0.031567842722142934,0.06547735363013063,0.07531441305587135
2018-06-01,0.03334,0.046,0.04248365268921447,0.03198021613549318,0.06312672903148883,0.07720487634427568
2018-07-01,0.0332,0.0457,0.042512496486289034,0.03119154785063228,0.06449999999999999,0.07550423319531882
2018-08-01,0.03312,0.0453,0.042515236346103116,0.03098240780870782,0.0605,0.07602503007393531
2018-09-01,0.031825,0.0453,0.042504998059273116,0.03226776562112515,0.06715354883661391,0.07614795657783614
2018-10-01,0.031725,0.0443,0.042505906988765225,0.03333750000389291,0.06615173422849051,0.07911758785213584
2018-11-01,0.03218,0.0442,0.04252149620461996,0.03268097226030306,0.0605,0.07569707596989096
2018-12-01,0.03185,0.0454,0.04249473642488649,0.031780009770695,0.0605,0.07746390937647368
2019-01-01,0.032124999999999994,0.0456,0.04249904684545746,0.031487921479387,0.07777114008170428,0.07400683133599065
2019-02-01,0.034075,0.0457,0.04249349961464015,0.03009229184281312,0.07777114008170428,0.07751681714860613
2019-03-01,0.03418,0.0455,0.04248499911730779,0.032175493529906105,0.0651421522518254,0.07472644288712317
2019-04-01,0.033275,0.0454,0.042495999246956906,0.03248614919934987,0.069,0.07543122721653249
2019-05-01,0.03388,0.045,0.04249636315020212,0.03310086415008339,0.06814558151380307,0.07524694334187904
2019-06-01,0.033699999999999994,0.0452,0.04248166480312441,0.03422424564840453,0.06465717284261661,0.078504302572031
2019-07-01,0.033175,0.0447,0.04245043029000019,0.03786384137129403,0.06826065683235766,0.07916242904777311
2019-08-01,0.03264,0.0443,0.04254698847656468,0.037528835934429294,0.08378096442510076,0.08022246689276111
2019-09-01,0.0324,0.0448,0.042555676753565364,0.03813207105720936,0.0955,0.07982583008172156
2019-10-01,0.03285,0.0441,0.04253135527003854,0.038591064805945194,0.07579739699176033,0.0803437173882278
2019-11-01,0.03282,0.0443,0.04252368421052632,0.03847864730804282,0.08449999999999999,0.08105268068392564
2019-12-01,0.031775000000000005,0.0452,0.042507500000000004,0.03799999999999997,0.06367500000000001,0.08101259037121193
2020-01-01,0.03178,0.0454,0.042528095238095254,0.0361975590530565,0.0895,0.07575920765400282
2020-02-01,0.032600000000000004,0.0446,0.04252199999999999,0.037243619342004514,0.08499999999999999,0.0819075076878698
2020-03-01,0.026425000000000004,0.045,0.04136571428571428,0.03847667781932687,0.092,0.08263627533117411
2020-04-01,0.026000000000000002,0.045,0.033949,0.03847667781932687,0.092,0.08643708787637838
